,channel_title,Title,Description,Published_date,Views,Likes,Comments,Month
396,take U forward,Kosaraju's Algorithm for Strongly Connected Components (SCC),"Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites: Topological Sort video of the Graph Series
Watch at 1.25x for best experience. 


C++ Code/Java Code Link: https://takeuforward.org/data-structure/kosarajus-algorithm-for-strongly-connected-componentsscc/

Checkout Educative: http://bit.ly/tufeducative 
Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 


Please Please SUBSKRIIIBEEEEE the new channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g 
---------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
---------------------------------------------------------------------------------------------------------------------------

If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..


#dsa​ #striversgraphchallenge​ #placements",2021-04-28,90284,2737,148,Apr
397,take U forward,Bellman Ford Algorithm | Detect Negative Weight Cycle in Graphs,"Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites:  Knowledge of Graphs
Watch at 1.25x for best experience. 


C++/Java Code Link: https://takeuforward.org/data-structure/bellman-ford-algorithm-shortest-distance-with-negative-edge/

Checkout Educative: http://bit.ly/tufeducative 
Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 


Please Please SUBSKRIIIBEEEEE the new channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g 

---------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
---------------------------------------------------------------------------------------------------------------------------

If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..


#dsa​ #striversgraphchallenge​ #placements",2021-04-28,82507,2570,204,Apr
398,take U forward,Bridges in Graph | Cut Edge,"Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites: DFS video of the Graph Series
Watch at 1.25x for best experience. 


C++ Code Link: https://github.com/striver79/StriversGraphSeries/blob/main/bridgesCpp
Java Code Link: https://github.com/striver79/StriversGraphSeries/blob/main/bridgesJava

Checkout Educative: http://bit.ly/tufeducative 
Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 


Please Please SUBSKRIIIBEEEEE the new channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g 


---------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
---------------------------------------------------------------------------------------------------------------------------

If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..


#dsa​ #striversgraphchallenge​ #placements",2021-04-28,82660,2038,155,Apr
399,take U forward,Articulation Point | Cut Vertex,"Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites: DFS and Bridges video of the Graph Series
Watch at 1.25x for best experience. 


C++ Code Link: https://github.com/striver79/StriversGraphSeries/blob/main/articulationCpp
Java Code Link: https://github.com/striver79/StriversGraphSeries/blob/main/articulationJava

Checkout Educative: http://bit.ly/tufeducative 
Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 


Please Please SUBSKRIIIBEEEEE the new channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g 


---------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
---------------------------------------------------------------------------------------------------------------------------

If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..


#dsa​ #striversgraphchallenge​ #placements",2021-04-28,48666,1391,119,Apr
400,take U forward,Prim's Algorithm | C++ Code Implementation,"Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites: Prim's Algorithm video of the Graph Series
Watch at 1.25x for best experience. 

C++ Code: https://takeuforward.org/data-structure/minimum-spanning-tree-mst-using-prims-algo/
C++ Code Link(Efficient): https://github.com/striver79/StriversGraphSeries/blob/main/primsAlgoCppEfficient
For Finding Edge Weights (GFG): https://github.com/striver79/StriversGraphSeries/blob/main/primsAlgoFindingWeightEdgesGFG

Checkout Educative: http://bit.ly/tufeducative 
Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 


Please Please SUBSKRIIIBEEEEE the new channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g 

---------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
---------------------------------------------------------------------------------------------------------------------------

If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..


#dsa​ #striversgraphchallenge​ #placements",2021-04-28,89951,2144,149,Apr
401,take U forward,Kruskal's Algorithm,"Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites: Disjoint Set video of the Graph Series
Watch at 1.25x for best experience. 


C++/Java Code Link: https://takeuforward.org/data-structure/minimum-spanning-tree-mst-using-kruskals-algo/

Checkout Educative: http://bit.ly/tufeducative 
Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 


Please Please SUBSKRIIIBEEEEE the new channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g 

---------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
---------------------------------------------------------------------------------------------------------------------------

If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..


#dsa​ #striversgraphchallenge​ #placements",2021-04-28,99303,2849,130,Apr
402,take U forward,Prim's Algorithm | Java Code Implementation,"Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites: Prim's Algorithm video of the Graph Series
Watch at 1.25x for best experience. 


Java Code: https://takeuforward.org/data-structure/minimum-spanning-tree-mst-using-prims-algo/
Java Code Link(Efficient): https://github.com/striver79/StriversGraphSeries/blob/main/primsAlgoJavaEfficient

For Finding Edge Weights (GFG): https://github.com/striver79/StriversGraphSeries/blob/main/primsAlgoFindingWeightEdgesGFG

Checkout Educative: http://bit.ly/tufeducative 

Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 


Please Please SUBSKRIIIBEEEEE the new channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g 
---------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
---------------------------------------------------------------------------------------------------------------------------

If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..


#dsa​ #striversgraphchallenge​ #placements",2021-04-28,32771,620,41,Apr
403,take U forward,Prims Algorithm | Minimum Spanning Tree,"Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites: MST video of the Graph Series
Watch at 1.25x for best experience. 

Checkout Educative: http://bit.ly/tufeducative 
Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 


Please Please SUBSKRIIIBEEEEE the new channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g 
---------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
---------------------------------------------------------------------------------------------------------------------------

If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..


#dsa​ #striversgraphchallenge​ #placements",2021-04-28,133353,3511,76,Apr
404,take U forward,Disjoint Set | Union By Rank and Path Compression,"Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites: Recursion
Watch at 1.25x for best experience. 


Checkout Educative: http://bit.ly/tufeducative 
Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 


Please Please SUBSKRIIIBEEEEE the new channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g 


---------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
---------------------------------------------------------------------------------------------------------------------------

If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..

#dsa​ #striversgraphchallenge​ #placements",2021-04-28,118972,4299,178,Apr
405,take U forward,Dijkstra's Algorithm | Shortest Path in Undirected Graphs,"Watch the new video in more detail about dijsktra: https://www.youtube.com/watch?v=V6H1qAeB-l4&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=32

Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites: BFS video of the Graph Series
Watch at 1.25x for best experience. 


C++/Java Code Link: https://takeuforward.org/data-structure/dijkstras-algorithm-shortest-distance/

Checkout Educative: http://bit.ly/tufeducative 
Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 


Please Please SUBSKRIIIBEEEEE the new channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g 

---------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
---------------------------------------------------------------------------------------------------------------------------

If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..


#dsa​ #striversgraphchallenge​ #placements",2021-04-28,162394,3832,315,Apr
406,take U forward,Minimum Spanning Tree Explanation,"Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites: Knowledge Of Graph
Watch at 1.25x for best experience. 


Checkout Educative: http://bit.ly/tufeducative 
Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 


Please Please SUBSKRIIIBEEEEE the new channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g 

---------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
---------------------------------------------------------------------------------------------------------------------------

If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..


#dsa​ #striversgraphchallenge​ #placements",2021-04-28,72973,2617,42,Apr
407,take U forward,Shortest Path in Directed Acyclic Graph (DAG),"Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites: Topological Sort and BFS video of the Graph Series
Watch at 1.25x for best experience. 

The reason of using topo sort is simple, we save a lot of time by starting from the start point, instead of starting from any random point. Since we know via topo sort we get to know the starting point, hence it becomes optimal to use topo sort! 


C++ Code Link: https://github.com/striver79/StriversGraphSeries/blob/main/cycleCheckUGBfs
Java Code Link: https://github.com/striver79/StriversGraphSeries/blob/main/cycleCheckUGBfsJava

Checkout Educative: http://bit.ly/tufeducative 
Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 


Please Please SUBSKRIIIBEEEEE the new channel: https://www.youtube.com/channel/UCvEKHATlVq84hm1jduTYm8g 

---------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
---------------------------------------------------------------------------------------------------------------------------

If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..


#dsa​ #striversgraphchallenge​ #placements",2021-04-28,94127,2730,278,Apr
408,take U forward,Cycle Detection in Directed Graph using BFS(Kahn's Algorithm),"Check our Website: https://www.takeuforward.org/

In case you are thinking to buy courses, please check below: 

Link to get 20% additional Discount at Coding Ninjas: https://bit.ly/3wE5aHx
Code ""takeuforward"" for 15% off at GFG: https://practice.geeksforgeeks.org/courses
Code ""takeuforward"" for 20% off on sys-design: https://get.interviewready.io?_aff=takeuforward

Crypto, I use the Wazirx app: https://wazirx.com/invite/xexnpc4u 
Take 750 rs free Amazon Stock from me: https://indmoney.onelink.me/RmHC/idjex744 
Earn 100 rs by making a Grow Account for investing: https://app.groww.in/v3cO/8hu879t0 

Linkedin/Instagram/Telegram: https://linktr.ee/takeUforward 

---------------------------------------------------------------------------------------------------------------------------------------------------- Pr-Requisites: Topological Sort(BFS) video of the Graph Series
Watch at 1.25x for best experience. 

-------------------------------------------------------------------------------------------------------------------------------------------------
C++ Code Link: https://github.com/striver79/StriversGraphSeries/blob/main/checkCycleDGBFSCpp
Java Code Link: https://github.com/striver79/StriversGraphSeries/blob/main/checkCycleDGBFSJava
-------------------------------------------------------------------------------------------------------------------------------------------------
✅This is where I teach: ----- Use coupon-code ""TAKEUFORWARD"" for getting 10% on my course at GFG: http://bit.ly/striver_cpCourse​

✅Use coupon-code ""TAKEUFORWARD"" for getting 10% for all GFG courses: http://bit.ly/tuf_gfgCourse​
-----------------------------------------------------------------------------------------------------------------------------------------------------
Checkout Educative: http://bit.ly/tufeducative 
You can use ""TAKEUFORWARD10"" coupon code while checkout... 

Follow them on social media for all updates:
https://twitter.com/EducativeInc​  
https://www.instagram.com/educativeinc/​ 
---------------------------------------------------------------------------------------------------------------------------------------------------


If you appreciate the channel's work, you can join the family: https://bit.ly/joinFamily​

✅Thumbnail Creator: https://www.linkedin.com/in/rikonakhuli
✅ Striver's Linkedin Profile: https://www.linkedin.com/in/rajarvp/​
✅ Instagram: https://www.instagram.com/striver_79/​ 
✅Connect with us: http://bit.ly/tuftelegram​ (Use Link in Mobile only, if not works search ""takeUforward"" in telegram)..


#dsa #striversgraphchallenge​ #placements",2021-04-28,84567,2486,80,Apr
